 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
42,married,Master Degree,Male,38,> 20 kms,Internal Referrals,6,6/13/15,10/5/15,45,8,Lateral,No,18,Yes,No
43,married,Associate Degree,Male,33,<15 kms,Social Media,10,7/10/15,11/22/15,40,5,Lateral,Yes,19,No,No
37,married,Master Degree,Male,10,15-20 kms,Internal Referrals,3,2/23/16,3/12/16,30,6,Vertical,Yes,13,Yes,Yes
45,married,Associate Certification,Male,34,> 20 kms,Social Media,6,11/11/15,3/15/16,29,4,Vertical,Yes,21,No,No
38,married,Bachelor Degree,Male,38,> 20 kms,Company Website,10,8/6/15,11/29/15,43,7,Lateral,No,14,No,No
28,married,Associate Degree,Male,32,> 20 kms,Company Website,9,6/5/15,10/8/15,33,4,Vertical,Yes,4,No,No
27,married,Associate Certification,Male,10,> 20 kms,Consultants,3,3/31/15,4/6/15,19,5,Lateral,No,3,Yes,Yes
36,divorced,Master Degree,Male,35,<15 kms,Job Portals,10,10/19/15,1/30/16,52,8,Vertical,Yes,12,No,No
29,married,Associate Degree,Male,30,15-20 kms,Social Media,6,3/22/16,7/10/16,52,5,Vertical,Yes,5,No,No
45,single,Bachelor Degree,Male,39,<15 kms,Consultants,6,12/20/15,4/11/16,56,4,Lateral,Yes,21,Yes,No
45,married,Master Degree,Male,30,15-20 kms,Job Portals,3,10/16/15,2/20/16,83,5,Lateral,Yes,21,No,No
46,married,Associate Degree,Male,38,<15 kms,Job Portals,10,11/12/15,2/29/16,68,4,Lateral,No,22,No,No
39,married,Bachelor Degree,Male,12,<15 kms,Internal Referrals,9,10/29/15,12/12/15,15,3,Lateral,No,12,No,Yes
35,married,Associate Certification,Male,13,> 20 kms,Internal Referrals,3,8/20/15,9/24/15,22,3,Lateral,Yes,11,Yes,Yes
39,married,Bachelor Degree,Male,14,> 20 kms,Internal Referrals,4,3/17/15,4/15/15,23,7,Vertical,No,15,No,Yes
30,married,Associate Certification,Male,39,15-20 kms,Job Portals,3,3/31/15,7/13/15,69,5,Lateral,No,6,No,No
27,married,Associate Degree,Male,12,> 20 kms,Consultants,5,3/17/15,5/11/15,23,5,Vertical,No,3,No,Yes
40,married,Master Degree,Male,39,<15 kms,Job Portals,3,6/8/15,10/25/15,93,4,Lateral,No,16,No,No
37,married,Master Degree,Male,32,<15 kms,Company Website,10,6/14/15,10/20/15,87,3,Vertical,No,13,No,No
31,single,Associate Degree,Male,35,15-20 kms,Social Media,4,6/27/15,10/15/15,39,3,Lateral,No,7,No,No
25,married,Associate Certification,Male,34,15-20 kms,Company Website,7,12/11/15,3/25/16,74,1,Lateral,No,1,No,No
34,married,Bachelor Degree,Male,13,<15 kms,Social Media,6,5/25/15,7/6/15,15,3,Vertical,Yes,6,No,Yes
44,married,Master Degree,Male,38,<15 kms,Company Website,4,9/28/15,1/28/16,47,4,Lateral,Yes,20,Yes,No
39,married,Associate Degree,Male,31,<15 kms,Internal Referrals,3,3/29/16,8/15/16,85,3,Lateral,Yes,15,Yes,No
25,married,Associate Degree,Male,13,> 20 kms,Company Website,5,3/7/15,5/6/15,23,1,Lateral,Yes,1,No,Yes
34,married,Master Degree,Male,12,<15 kms,Consultants,7,7/12/15,7/28/15,26,6,Lateral,No,10,No,Yes
25,married,Associate Degree,Male,31,> 20 kms,Company Website,6,9/17/15,1/27/16,73,1,Vertical,No,1,Yes,No
36,married,Associate Certification,Male,35,<15 kms,Consultants,8,5/31/16,9/16/16,51,7,Lateral,No,12,No,No
38,married,Master Degree,Male,12,<15 kms,Social Media,8,7/31/15,9/7/15,17,5,Vertical,Yes,14,Yes,Yes
36,single,Master Degree,Male,13,<15 kms,Social Media,10,3/31/15,5/22/15,22,5,Vertical,No,12,No,Yes
34,single,Associate Degree,Male,13,<15 kms,Internal Referrals,7,8/25/15,8/28/15,26,3,Vertical,No,10,Yes,Yes
33,single,Master Degree,Male,11,<15 kms,Company Website,3,6/16/15,6/19/15,23,4,Vertical,Yes,9,No,Yes
28,married,Associate Degree,Male,12,<15 kms,Consultants,7,3/21/16,3/22/16,24,4,Lateral,Yes,4,No,Yes
43,single,Associate Certification,Male,31,> 20 kms,Consultants,6,11/29/15,3/23/16,36,8,Lateral,No,19,No,No
45,divorced,Master Degree,Male,11,15-20 kms,Internal Referrals,3,3/5/15,3/25/15,24,6,Vertical,No,21,No,Yes
38,married,Associate Degree,Male,12,<15 kms,Social Media,3,8/25/15,10/10/15,30,7,Vertical,No,14,No,Yes
33,single,Master Degree,Male,37,15-20 kms,Social Media,10,10/15/15,2/10/16,64,7,Vertical,No,9,No,No
38,married,Associate Certification,Male,30,> 20 kms,Consultants,3,3/14/16,7/4/16,25,6,Lateral,Yes,14,Yes,No
28,married,Associate Certification,Male,31,<15 kms,Consultants,4,2/15/16,5/30/16,29,4,Vertical,Yes,4,No,No
40,married,Associate Certification,Male,30,> 20 kms,Company Website,8,4/18/15,8/29/15,67,4,Vertical,Yes,16,Yes,No
37,married,Associate Degree,Male,13,<15 kms,Job Portals,3,10/19/15,12/15/15,19,8,Lateral,Yes,13,Yes,Yes
31,married,Associate Degree,Male,30,<15 kms,Company Website,7,10/6/15,1/16/16,66,3,Lateral,Yes,7,Yes,No
41,divorced,Master Degree,Male,13,> 20 kms,Internal Referrals,3,2/27/16,4/2/16,25,4,Lateral,No,11,Yes,Yes
32,divorced,Associate Certification,Male,31,15-20 kms,Social Media,5,6/24/15,11/1/15,44,7,Vertical,Yes,8,No,No
32,married,Associate Certification,Male,30,> 20 kms,Company Website,3,2/20/16,6/16/16,29,7,Lateral,Yes,8,Yes,No
35,married,Master Degree,Male,32,<15 kms,Internal Referrals,3,10/7/15,2/9/16,69,5,Vertical,Yes,11,Yes,No
38,married,Associate Degree,Male,13,<15 kms,Consultants,10,5/9/15,5/18/15,30,4,Vertical,No,14,Yes,Yes
43,married,Master Degree,Male,11,> 20 kms,Consultants,9,6/24/15,6/28/15,21,6,Lateral,Yes,19,Yes,Yes
40,married,Bachelor Degree,Male,30,> 20 kms,Internal Referrals,3,5/25/15,9/16/15,68,5,Vertical,No,16,Yes,No
43,married,Bachelor Degree,Male,10,15-20 kms,Internal Referrals,9,8/20/15,10/15/15,29,6,Lateral,Yes,19,Yes,Yes
25,single,Bachelor Degree,Male,32,15-20 kms,Internal Referrals,3,5/22/15,9/15/15,92,1,Vertical,Yes,1,Yes,No
41,married,Bachelor Degree,Male,10,<15 kms,Social Media,6,6/6/15,6/22/15,25,4,Vertical,No,11,No,Yes
40,married,Associate Certification,Male,12,> 20 kms,Consultants,10,12/17/15,1/12/16,20,5,Vertical,Yes,16,No,Yes
40,married,Associate Degree,Male,32,15-20 kms,Job Portals,3,3/31/15,7/19/15,56,5,Lateral,Yes,16,Yes,No
35,divorced,Associate Degree,Male,35,> 20 kms,Job Portals,9,6/14/15,10/22/15,77,8,Vertical,Yes,11,Yes,No
28,married,Bachelor Degree,Male,33,<15 kms,Consultants,6,8/17/15,12/10/15,63,5,Lateral,Yes,4,Yes,No
43,married,Bachelor Degree,Male,34,> 20 kms,Social Media,5,12/19/15,3/29/16,65,8,Lateral,No,19,No,No
25,married,Associate Degree,Male,32,15-20 kms,Company Website,3,10/25/15,2/8/16,64,1,Vertical,Yes,1,No,No
40,single,Associate Degree,Male,38,<15 kms,Job Portals,10,8/15/15,11/28/15,81,5,Vertical,Yes,16,No,No
36,married,Associate Degree,Male,11,> 20 kms,Consultants,5,9/13/15,10/22/15,18,6,Lateral,No,12,No,Yes
33,married,Associate Degree,Male,10,15-20 kms,Job Portals,6,1/2/16,2/6/16,15,8,Vertical,No,9,No,Yes
28,married,Bachelor Degree,Male,33,> 20 kms,Internal Referrals,4,2/17/16,6/13/16,54,4,Lateral,Yes,4,No,No
39,married,Associate Certification,Male,13,> 20 kms,Consultants,5,3/5/15,4/14/15,16,3,Lateral,Yes,12,No,Yes
39,single,Associate Certification,Male,10,15-20 kms,Social Media,10,7/31/15,8/29/15,20,8,Vertical,Yes,15,No,Yes
30,single,Associate Certification,Male,11,15-20 kms,Consultants,7,3/23/16,4/21/16,27,3,Lateral,Yes,6,No,Yes
37,single,Associate Certification,Male,36,> 20 kms,Job Portals,5,1/5/15,4/15/15,31,3,Vertical,Yes,13,No,No
41,married,Master Degree,Male,10,15-20 kms,Internal Referrals,7,6/10/15,6/27/15,21,8,Lateral,No,17,Yes,Yes
41,single,Master Degree,Male,32,15-20 kms,Consultants,3,10/16/15,2/12/16,82,4,Vertical,No,17,Yes,No
29,married,Associate Degree,Male,11,15-20 kms,Social Media,3,11/29/15,1/1/16,26,3,Lateral,Yes,5,Yes,Yes
29,single,Associate Degree,Male,11,<15 kms,Consultants,3,3/27/15,4/10/15,27,5,Vertical,Yes,5,No,Yes
45,divorced,Associate Degree,Male,34,> 20 kms,Company Website,3,9/24/15,1/30/16,89,6,Lateral,No,21,Yes,No
44,married,Associate Degree,Male,12,<15 kms,Internal Referrals,6,8/25/15,9/17/15,20,5,Vertical,No,20,Yes,Yes
25,married,Associate Degree,Male,13,<15 kms,Company Website,7,7/31/15,9/29/15,22,2,Lateral,No,1,No,Yes
38,divorced,Master Degree,Male,10,> 20 kms,Social Media,5,8/20/15,8/23/15,24,4,Vertical,Yes,14,Yes,Yes
30,single,Bachelor Degree,Male,11,15-20 kms,Consultants,7,5/10/16,6/6/16,30,3,Lateral,Yes,6,Yes,Yes
29,married,Bachelor Degree,Male,34,15-20 kms,Social Media,3,7/6/16,11/19/16,61,5,Lateral,Yes,5,No,No
33,single,Associate Certification,Male,30,> 20 kms,Consultants,3,3/5/15,7/5/15,28,7,Vertical,No,9,Yes,No
29,single,Associate Degree,Male,10,> 20 kms,Internal Referrals,3,4/5/15,4/22/15,30,3,Lateral,No,5,Yes,Yes
27,single,Associate Certification,Male,35,> 20 kms,Company Website,4,5/27/15,9/28/15,59,3,Vertical,No,3,No,No
39,married,Associate Certification,Male,12,<15 kms,Internal Referrals,7,12/11/15,1/15/16,26,4,Lateral,Yes,15,Yes,Yes
30,married,Associate Degree,Male,34,15-20 kms,Job Portals,8,10/20/15,2/6/16,59,5,Vertical,No,6,Yes,No
37,married,Associate Degree,Male,33,15-20 kms,Consultants,5,6/27/15,10/7/15,30,7,Vertical,No,13,Yes,No
38,married,Associate Certification,Male,13,<15 kms,Company Website,8,3/5/15,4/19/15,25,6,Vertical,No,14,No,Yes
26,married,Associate Degree,Male,14,15-20 kms,Consultants,8,6/12/15,7/19/15,19,1,Vertical,Yes,2,No,Yes
32,single,Associate Certification,Male,33,15-20 kms,Company Website,4,8/31/15,12/24/15,46,4,Vertical,Yes,8,Yes,No
33,married,Bachelor Degree,Male,11,15-20 kms,Job Portals,5,1/20/16,3/5/16,20,3,Lateral,Yes,9,Yes,Yes
43,married,Associate Certification,Male,12,> 20 kms,Consultants,3,10/27/15,12/13/15,24,8,Vertical,Yes,19,No,Yes
32,married,Bachelor Degree,Male,35,<15 kms,Internal Referrals,6,2/23/16,6/11/16,88,4,Vertical,No,8,No,No
27,married,Associate Degree,Male,14,15-20 kms,Job Portals,6,7/18/15,7/21/15,30,3,Lateral,Yes,3,Yes,Yes
39,married,Associate Certification,Male,30,<15 kms,Social Media,7,2/13/16,6/28/16,32,5,Lateral,No,15,Yes,No
33,married,Associate Certification,Male,13,> 20 kms,Consultants,9,1/9/15,2/15/15,25,5,Lateral,Yes,9,Yes,Yes
34,married,Associate Degree,Male,14,<15 kms,Company Website,6,12/25/15,2/15/16,18,3,Vertical,No,10,Yes,Yes
26,married,Associate Degree,Male,40,<15 kms,Company Website,6,8/25/15,12/8/15,83,2,Lateral,No,2,No,No
36,married,Associate Certification,Male,33,15-20 kms,Company Website,10,11/13/15,2/21/16,75,4,Lateral,Yes,12,Yes,No
33,single,Bachelor Degree,Male,36,> 20 kms,Internal Referrals,9,5/10/15,9/1/15,41,8,Vertical,No,9,No,No
26,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,10/19/15,11/13/15,30,1,Vertical,No,2,Yes,Yes
42,married,Master Degree,Male,11,15-20 kms,Social Media,6,11/6/15,12/30/15,24,6,Lateral,No,18,Yes,Yes
31,single,Bachelor Degree,Male,12,<15 kms,Internal Referrals,4,8/17/15,10/2/15,20,5,Lateral,Yes,7,Yes,Yes
42,married,Bachelor Degree,Male,13,<15 kms,Internal Referrals,3,10/20/15,11/10/15,23,5,Vertical,Yes,9,No,Yes
33,married,Master Degree,Male,40,> 20 kms,Internal Referrals,5,4/24/16,8/11/16,95,7,Lateral,No,9,No,No
29,married,Associate Certification,Male,30,<15 kms,Company Website,3,7/18/15,11/25/15,59,3,Vertical,Yes,5,Yes,No
28,married,Bachelor Degree,Male,12,<15 kms,Internal Referrals,9,10/25/15,11/6/15,24,3,Vertical,No,4,No,Yes
32,divorced,Associate Certification,Male,30,> 20 kms,Job Portals,6,3/10/15,7/11/15,68,7,Lateral,No,8,Yes,No
42,married,Associate Degree,Male,13,> 20 kms,Consultants,10,4/23/15,6/12/15,27,6,Vertical,Yes,18,Yes,Yes
42,married,Associate Degree,Male,12,> 20 kms,Job Portals,4,2/17/16,3/8/16,24,4,Lateral,No,12,Yes,Yes
30,married,Bachelor Degree,Male,10,<15 kms,Internal Referrals,5,10/27/15,11/5/15,22,4,Vertical,Yes,6,Yes,Yes
33,married,Associate Certification,Male,34,> 20 kms,Consultants,8,10/16/15,2/26/16,31,6,Vertical,Yes,9,Yes,No
29,married,Associate Degree,Male,10,> 20 kms,Job Portals,10,2/3/15,3/2/15,24,5,Lateral,Yes,5,No,Yes
36,married,Associate Degree,Male,12,15-20 kms,Job Portals,6,7/18/15,8/29/15,27,4,Lateral,No,12,Yes,Yes
25,married,Associate Certification,Male,11,> 20 kms,Job Portals,3,3/27/15,5/11/15,19,1,Vertical,No,1,Yes,Yes
36,married,Master Degree,Male,10,<15 kms,Company Website,3,1/5/15,2/16/15,16,4,Vertical,No,12,Yes,Yes
37,married,Master Degree,Male,11,15-20 kms,Internal Referrals,3,3/23/16,3/25/16,15,5,Vertical,No,13,No,Yes
36,married,Bachelor Degree,Male,33,> 20 kms,Company Website,9,12/28/15,4/29/16,54,6,Lateral,Yes,12,Yes,No
31,married,Associate Degree,Male,38,15-20 kms,Company Website,9,3/31/15,7/22/15,62,4,Lateral,No,7,No,No
40,unknown,Master Degree,Male,12,<15 kms,Company Website,3,7/8/16,7/19/16,25,5,Vertical,No,16,No,Yes
43,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,3,2/17/16,3/20/16,27,8,Lateral,Yes,19,No,Yes
31,single,Associate Degree,Male,13,<15 kms,Internal Referrals,6,5/2/15,6/14/15,23,4,Lateral,Yes,7,Yes,Yes
34,married,Associate Certification,Male,10,> 20 kms,Social Media,10,8/25/15,9/5/15,23,3,Lateral,No,6,No,Yes
30,married,Bachelor Degree,Male,40,> 20 kms,Company Website,3,3/14/16,7/1/16,58,4,Lateral,No,6,No,No
32,married,Associate Certification,Male,30,15-20 kms,Social Media,9,5/11/16,8/23/16,61,3,Vertical,Yes,8,Yes,No
35,married,Master Degree,Male,13,> 20 kms,Consultants,3,2/27/16,3/19/16,25,3,Vertical,No,7,No,Yes
34,married,Bachelor Degree,Male,33,<15 kms,Consultants,10,2/7/15,6/18/15,48,6,Lateral,Yes,10,No,No
40,single,Associate Degree,Male,10,15-20 kms,Social Media,8,7/10/15,7/27/15,29,7,Vertical,Yes,16,No,Yes
46,married,Associate Certification,Male,31,<15 kms,Job Portals,5,10/25/15,2/22/16,66,6,Vertical,Yes,22,Yes,No
39,married,Associate Degree,Male,40,> 20 kms,Internal Referrals,6,3/13/15,7/27/15,33,7,Vertical,Yes,15,No,No
41,single,Associate Certification,Male,33,> 20 kms,Consultants,7,12/17/15,4/21/16,38,4,Vertical,Yes,17,No,No
25,married,Associate Certification,Male,32,> 20 kms,Social Media,4,9/24/15,1/23/16,36,2,Lateral,No,2,No,No
33,married,Associate Certification,Male,35,15-20 kms,Consultants,6,4/5/16,7/26/16,74,4,Lateral,No,9,No,No
38,married,Bachelor Degree,Male,12,15-20 kms,Consultants,4,3/14/16,4/8/16,22,6,Lateral,No,14,Yes,Yes
32,married,Associate Degree,Male,35,> 20 kms,Consultants,3,6/5/15,9/19/15,78,4,Lateral,Yes,8,Yes,No
44,married,Associate Certification,Male,30,> 20 kms,Social Media,5,5/17/16,9/16/16,66,3,Vertical,No,20,No,No
42,married,Associate Certification,Male,14,> 20 kms,Internal Referrals,8,4/30/15,5/18/15,18,3,Vertical,Yes,7,Yes,Yes
45,married,Bachelor Degree,Male,33,15-20 kms,Company Website,3,5/22/15,9/25/15,79,5,Vertical,Yes,21,No,No
31,married,Associate Certification,Male,10,<15 kms,Job Portals,5,8/25/15,10/13/15,28,5,Lateral,Yes,7,Yes,Yes
31,married,Associate Degree,Male,11,15-20 kms,Social Media,3,12/20/15,2/14/16,16,5,Lateral,No,7,Yes,Yes
37,single,Master Degree,Male,13,15-20 kms,Internal Referrals,6,11/14/15,12/18/15,17,5,Lateral,Yes,13,No,Yes
40,divorced,Associate Certification,Male,36,15-20 kms,Social Media,7,9/13/15,12/27/15,59,4,Vertical,Yes,16,No,No
34,married,Bachelor Degree,Male,13,> 20 kms,Consultants,9,12/17/15,1/13/16,28,4,Lateral,No,10,No,Yes
41,married,Bachelor Degree,Male,14,15-20 kms,Company Website,8,10/29/15,11/6/15,19,7,Lateral,Yes,17,Yes,Yes
43,married,Associate Degree,Male,30,<15 kms,Job Portals,8,3/31/15,8/11/15,40,4,Lateral,Yes,19,Yes,No
45,married,Bachelor Degree,Male,12,> 20 kms,Job Portals,9,2/13/16,4/4/16,29,6,Lateral,Yes,21,No,Yes
39,married,Master Degree,Male,40,> 20 kms,Internal Referrals,10,1/15/16,5/10/16,46,8,Vertical,No,15,No,No
36,married,Master Degree,Male,10,15-20 kms,Internal Referrals,4,12/20/15,2/14/16,19,7,Vertical,No,12,No,Yes
26,single,Associate Degree,Male,10,<15 kms,Company Website,7,10/19/15,10/30/15,23,1,Lateral,Yes,2,No,Yes
25,single,Associate Certification,Male,34,15-20 kms,Internal Referrals,7,12/20/15,5/8/16,85,1,Lateral,Yes,1,Yes,No
44,married,Bachelor Degree,Male,35,> 20 kms,Job Portals,7,6/27/16,10/14/16,35,3,Vertical,No,20,No,No
45,married,Master Degree,Male,30,15-20 kms,Internal Referrals,4,3/14/15,6/22/15,29,6,Lateral,Yes,21,No,No
38,single,Master Degree,Male,33,15-20 kms,Consultants,6,1/27/16,6/5/16,58,5,Lateral,Yes,14,No,No
27,married,Associate Certification,Male,38,15-20 kms,Social Media,3,1/4/15,5/3/15,59,4,Lateral,No,3,No,No
45,married,Associate Degree,Male,12,<15 kms,Consultants,9,5/27/15,6/3/15,15,5,Vertical,Yes,21,No,Yes
28,single,Bachelor Degree,Male,35,<15 kms,Internal Referrals,5,5/9/16,9/1/16,78,5,Lateral,No,4,Yes,No
33,single,Associate Certification,Male,13,<15 kms,Company Website,3,4/30/15,5/2/15,30,7,Vertical,Yes,9,No,Yes
37,divorced,Master Degree,Male,11,15-20 kms,Internal Referrals,3,10/16/15,10/31/15,25,6,Vertical,No,13,No,Yes
36,married,Associate Certification,Male,11,15-20 kms,Job Portals,8,4/18/15,5/8/15,28,3,Vertical,Yes,8,Yes,Yes
34,married,Associate Certification,Male,13,> 20 kms,Job Portals,10,3/27/15,5/22/15,15,8,Vertical,Yes,10,No,Yes
45,married,Bachelor Degree,Male,11,15-20 kms,Social Media,10,3/17/15,4/12/15,27,5,Vertical,No,21,Yes,Yes
26,single,Associate Degree,Male,11,15-20 kms,Job Portals,8,2/15/16,3/24/16,30,1,Lateral,Yes,2,Yes,Yes
26,married,Associate Degree,Male,39,> 20 kms,Social Media,4,6/24/15,11/10/15,28,1,Vertical,Yes,2,Yes,No
36,divorced,Bachelor Degree,Male,11,> 20 kms,Job Portals,6,6/24/15,8/12/15,15,7,Vertical,No,12,Yes,Yes
42,married,Bachelor Degree,Male,35,> 20 kms,Job Portals,5,4/15/15,7/25/15,81,3,Vertical,Yes,18,No,No
43,married,Master Degree,Male,34,<15 kms,Job Portals,10,12/28/15,4/20/16,64,5,Vertical,No,19,Yes,No
25,married,Associate Degree,Male,11,> 20 kms,Social Media,4,5/10/15,5/12/15,20,2,Vertical,Yes,1,Yes,Yes
29,married,Associate Certification,Male,36,> 20 kms,Company Website,4,3/14/15,6/29/15,64,4,Vertical,No,5,Yes,No
32,married,Associate Certification,Male,34,15-20 kms,Job Portals,9,1/15/16,5/1/16,85,3,Vertical,Yes,8,Yes,No
29,married,Associate Degree,Male,10,> 20 kms,Company Website,10,3/30/16,5/7/16,24,4,Lateral,Yes,5,Yes,Yes
44,married,Associate Certification,Male,38,<15 kms,Company Website,9,8/7/15,12/4/15,80,3,Vertical,Yes,20,No,No
43,married,Bachelor Degree,Male,37,> 20 kms,Consultants,9,4/20/16,8/22/16,43,8,Vertical,No,19,Yes,No
27,married,Bachelor Degree,Male,30,> 20 kms,Internal Referrals,7,12/20/15,4/26/16,74,3,Vertical,No,3,No,No
43,divorced,Master Degree,Male,39,> 20 kms,Social Media,7,6/10/15,9/28/15,66,6,Lateral,No,19,Yes,No
45,married,Associate Degree,Male,32,<15 kms,Company Website,9,3/23/16,7/10/16,70,4,Lateral,Yes,21,No,No
30,married,Associate Certification,Male,32,> 20 kms,Social Media,7,11/13/15,2/21/16,61,5,Lateral,Yes,6,Yes,No
28,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,6,7/31/15,8/24/15,24,3,Vertical,No,4,No,Yes
31,divorced,Associate Degree,Male,10,<15 kms,Job Portals,7,12/20/15,1/17/16,15,5,Lateral,Yes,7,Yes,Yes
37,single,Associate Degree,Male,12,> 20 kms,Company Website,8,12/17/15,12/23/15,16,8,Lateral,No,13,Yes,Yes
43,married,Master Degree,Male,36,15-20 kms,Company Website,3,4/24/16,8/5/16,83,3,Vertical,Yes,19,Yes,No
31,single,Bachelor Degree,Male,40,15-20 kms,Social Media,6,1/27/16,6/11/16,78,5,Vertical,Yes,7,Yes,No
45,single,Associate Degree,Male,37,15-20 kms,Internal Referrals,6,6/14/15,9/29/15,88,5,Vertical,No,21,No,No
29,married,Bachelor Degree,Male,13,> 20 kms,Consultants,6,1/19/16,1/29/16,18,5,Vertical,Yes,5,Yes,Yes
42,divorced,Master Degree,Male,35,<15 kms,Company Website,4,3/22/16,7/7/16,41,4,Vertical,Yes,18,No,No
25,divorced,Bachelor Degree,Male,10,<15 kms,Social Media,6,7/10/15,8/6/15,22,1,Lateral,Yes,1,No,Yes
40,single,Associate Degree,Male,35,> 20 kms,Internal Referrals,6,3/5/15,7/14/15,48,6,Vertical,No,16,Yes,No
37,married,Associate Degree,Male,14,<15 kms,Job Portals,6,9/24/15,11/10/15,20,6,Lateral,No,13,Yes,Yes
31,married,Associate Certification,Male,33,15-20 kms,Internal Referrals,3,2/20/16,6/10/16,32,4,Lateral,Yes,7,No,No
35,single,Associate Certification,Male,12,15-20 kms,Job Portals,7,2/13/16,2/22/16,28,4,Vertical,Yes,11,Yes,Yes
40,married,Associate Certification,Male,30,15-20 kms,Job Portals,4,1/3/15,5/7/15,38,5,Lateral,Yes,16,No,No
33,married,Master Degree,Male,31,<15 kms,Job Portals,3,5/25/15,9/8/15,68,6,Lateral,No,9,Yes,No
44,single,Associate Degree,Male,14,15-20 kms,Company Website,8,12/19/15,2/2/16,30,8,Vertical,No,20,Yes,Yes
29,single,Associate Degree,Male,12,> 20 kms,Job Portals,5,4/30/15,5/3/15,17,4,Lateral,Yes,5,No,Yes
37,married,Associate Degree,Male,12,15-20 kms,Consultants,5,4/10/15,5/4/15,28,6,Vertical,No,13,Yes,Yes
43,married,Associate Certification,Male,11,<15 kms,Job Portals,4,12/25/15,12/26/15,24,7,Lateral,Yes,19,Yes,Yes
40,divorced,Bachelor Degree,Male,38,> 20 kms,Company Website,4,2/27/16,6/15/16,51,6,Vertical,Yes,16,No,No
41,married,Associate Certification,Male,37,> 20 kms,Internal Referrals,8,4/1/16,7/15/16,36,3,Lateral,Yes,17,Yes,No
27,single,Associate Degree,Male,13,<15 kms,Company Website,7,7/15/15,7/17/15,15,5,Vertical,No,3,No,Yes
25,married,Associate Degree,Male,30,15-20 kms,Social Media,6,4/10/15,8/15/15,55,1,Lateral,No,1,No,No
27,married,Bachelor Degree,Male,33,<15 kms,Company Website,8,8/20/15,12/24/15,37,5,Lateral,No,6,No,No
30,married,Bachelor Degree,Male,35,15-20 kms,Consultants,8,12/19/15,4/14/16,59,4,Vertical,Yes,6,Yes,No
37,married,Master Degree,Male,35,> 20 kms,Consultants,6,8/16/15,11/30/15,69,8,Vertical,Yes,13,No,No
26,married,Associate Certification,Male,37,15-20 kms,Internal Referrals,3,2/27/16,7/13/16,54,1,Lateral,No,2,No,No
35,divorced,Master Degree,Male,10,<15 kms,Company Website,3,12/17/15,12/18/15,18,4,Lateral,Yes,11,Yes,Yes
46,married,Master Degree,Male,32,<15 kms,Consultants,10,4/15/15,8/23/15,82,3,Lateral,Yes,22,No,No
32,married,Associate Degree,Male,37,> 20 kms,Job Portals,3,7/17/15,12/3/15,73,7,Lateral,No,8,Yes,No
28,married,Bachelor Degree,Male,37,<15 kms,Consultants,10,2/27/16,6/12/16,53,3,Vertical,Yes,4,Yes,No
45,married,Associate Degree,Male,39,<15 kms,Company Website,8,11/14/15,3/19/16,52,3,Vertical,Yes,21,No,No
34,married,Associate Degree,Male,10,> 20 kms,Social Media,10,12/17/15,2/10/16,21,3,Lateral,Yes,10,No,Yes
33,married,Bachelor Degree,Male,13,15-20 kms,Internal Referrals,8,5/18/15,6/21/15,30,3,Lateral,Yes,9,Yes,Yes
42,married,Associate Degree,Male,14,> 20 kms,Consultants,10,11/14/15,1/1/16,16,5,Vertical,No,18,Yes,Yes
29,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,5,10/20/15,12/16/15,18,4,Lateral,No,5,No,Yes
41,single,Master Degree,Male,13,15-20 kms,Social Media,10,4/18/15,5/1/15,17,4,Lateral,No,11,No,Yes
26,divorced,Associate Degree,Male,11,> 20 kms,Company Website,6,2/3/15,3/17/15,27,1,Vertical,No,2,No,Yes
40,single,Bachelor Degree,Male,10,15-20 kms,Company Website,10,3/26/16,5/22/16,19,5,Lateral,Yes,16,Yes,Yes
26,single,Associate Certification,Male,30,> 20 kms,Internal Referrals,9,12/24/15,4/9/16,87,2,Vertical,No,2,Yes,No
37,single,Associate Certification,Male,30,> 20 kms,Social Media,3,7/23/15,12/4/15,78,6,Lateral,Yes,13,Yes,No
39,single,Associate Certification,Male,13,<15 kms,Social Media,3,3/31/15,4/5/15,18,5,Lateral,Yes,15,Yes,Yes
41,divorced,Associate Degree,Male,12,<15 kms,Job Portals,3,12/19/15,1/15/16,26,6,Vertical,No,17,No,Yes
27,married,Associate Certification,Male,12,> 20 kms,Company Website,4,6/24/15,6/27/15,23,5,Vertical,No,3,Yes,Yes
30,single,Associate Degree,Male,30,<15 kms,Internal Referrals,3,7/6/16,11/12/16,89,3,Vertical,Yes,6,Yes,No
45,married,Bachelor Degree,Male,31,15-20 kms,Internal Referrals,6,2/23/16,6/28/16,55,3,Vertical,No,21,Yes,No
30,married,Bachelor Degree,Male,30,<15 kms,Job Portals,3,12/24/15,4/21/16,25,4,Lateral,Yes,6,Yes,No
26,married,Associate Degree,Male,33,> 20 kms,Internal Referrals,8,1/15/16,4/24/16,27,2,Lateral,Yes,2,No,No
30,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,6/6/15,7/4/15,21,4,Lateral,Yes,6,Yes,Yes
